store_id,dept_id,rmsse,params
TX_1,HOUSEHOLD_1,0.6064335691365613,"{'changepoint_range': 1.0, 'changepoint_prior_scale': 0.005420754697238445, 'holidays_prior_scale': 7.000431376727461, 'seasonality_mode': 'multiplicative', 'yearly_order': 20, 'monthly_order': 11, 'weekly_order': 16, 'yearly_prior_scale': 0.6918751107366843, 'monthly_prior_scale': 1.2051345274119563, 'weekly_prior_scale': 0.7557964327458297, 'snap_mode': 'multiplicative', 'price_mode': 'additive', 'dom_mode': 'additive'}"
TX_1,HOUSEHOLD_2,0.7624802099431609,"{'changepoint_range': 1.0, 'changepoint_prior_scale': 0.09667604410825832, 'holidays_prior_scale': 4.624929643813814, 'seasonality_mode': 'additive', 'yearly_order': 5, 'monthly_order': 15, 'weekly_order': 8, 'yearly_prior_scale': 10.81215723964852, 'monthly_prior_scale': 1.826178230231869, 'weekly_prior_scale': 0.38688521321693736, 'snap_mode': 'additive', 'price_mode': 'additive', 'dom_mode': 'additive'}"
TX_2,FOODS_1,0.8115963533755725,"{'changepoint_range': 0.85, 'changepoint_prior_scale': 0.001046099518414034, 'holidays_prior_scale': 1.5135986891868944, 'seasonality_mode': 'additive', 'yearly_order': 13, 'monthly_order': 2, 'weekly_order': 20, 'yearly_prior_scale': 1.1340685845825795, 'monthly_prior_scale': 1.068404322161228, 'weekly_prior_scale': 0.40053687563627716, 'snap_mode': 'additive', 'price_mode': 'additive', 'dom_mode': 'additive'}"
TX_2,FOODS_2,0.5048625865291501,"{'changepoint_range': 0.85, 'changepoint_prior_scale': 0.6939657521747928, 'holidays_prior_scale': 0.13336454803588876, 'seasonality_mode': 'additive', 'yearly_order': 1, 'monthly_order': 2, 'weekly_order': 1, 'yearly_prior_scale': 1.2422192291468337, 'monthly_prior_scale': 6.616487497725989, 'weekly_prior_scale': 4.461050119754361, 'snap_mode': 'additive', 'price_mode': 'additive', 'dom_mode': 'additive'}"
TX_2,FOODS_3,0.3655375787919093,"{'changepoint_range': 1.0, 'changepoint_prior_scale': 0.3969285017779335, 'holidays_prior_scale': 0.5131571326348199, 'seasonality_mode': 'additive', 'yearly_order': 7, 'monthly_order': 3, 'weekly_order': 16, 'yearly_prior_scale': 0.15703774354058198, 'monthly_prior_scale': 19.932378008212602, 'weekly_prior_scale': 0.562701413684668, 'snap_mode': 'additive', 'price_mode': 'multiplicative', 'dom_mode': 'multiplicative'}"
TX_2,HOBBIES_1,0.559951346485643,"{'changepoint_range': 0.7, 'changepoint_prior_scale': 0.531132613636717, 'holidays_prior_scale': 0.6073617873449263, 'seasonality_mode': 'additive', 'yearly_order': 8, 'monthly_order': 20, 'weekly_order': 19, 'yearly_prior_scale': 0.13498568867759997, 'monthly_prior_scale': 15.641707173110904, 'weekly_prior_scale': 6.407726837199138, 'snap_mode': 'additive', 'price_mode': 'additive', 'dom_mode': 'additive'}"
TX_2,HOBBIES_2,0.634874045590427,"{'changepoint_range': 0.8999999999999999, 'changepoint_prior_scale': 0.0387342943242556, 'holidays_prior_scale': 6.323226830206701, 'seasonality_mode': 'additive', 'yearly_order': 13, 'monthly_order': 4, 'weekly_order': 7, 'yearly_prior_scale': 3.295396829090166, 'monthly_prior_scale': 0.5838335035175349, 'weekly_prior_scale': 0.36912828183419905, 'snap_mode': 'multiplicative', 'price_mode': 'additive', 'dom_mode': 'additive'}"
TX_2,HOUSEHOLD_1,0.5300367832363522,"{'changepoint_range': 0.8999999999999999, 'changepoint_prior_scale': 0.09849937806912352, 'holidays_prior_scale': 12.861922385768608, 'seasonality_mode': 'multiplicative', 'yearly_order': 19, 'monthly_order': 4, 'weekly_order': 17, 'yearly_prior_scale': 0.7552207173091456, 'monthly_prior_scale': 2.6995290471663003, 'weekly_prior_scale': 0.784468753346898, 'snap_mode': 'multiplicative', 'price_mode': 'additive', 'dom_mode': 'additive'}"
TX_2,HOUSEHOLD_2,0.35436545579223183,"{'changepoint_range': 0.7, 'changepoint_prior_scale': 0.006894222052882181, 'holidays_prior_scale': 0.8139882482302407, 'seasonality_mode': 'multiplicative', 'yearly_order': 4, 'monthly_order': 8, 'weekly_order': 18, 'yearly_prior_scale': 1.1448565113373061, 'monthly_prior_scale': 10.727227013525926, 'weekly_prior_scale': 1.1940814061356597, 'snap_mode': 'multiplicative', 'price_mode': 'multiplicative', 'dom_mode': 'multiplicative'}"
TX_3,FOODS_1,1.161610086641221,"{'changepoint_range': 1.0, 'changepoint_prior_scale': 0.0010280416740435384, 'holidays_prior_scale': 8.507830002043631, 'seasonality_mode': 'multiplicative', 'yearly_order': 13, 'monthly_order': 16, 'weekly_order': 10, 'yearly_prior_scale': 15.892611059066969, 'monthly_prior_scale': 1.3733728935916913, 'weekly_prior_scale': 0.8287429432632215, 'snap_mode': 'additive', 'price_mode': 'multiplicative', 'dom_mode': 'additive'}"
